order_item_id,order_id,product_id,quantity,unit_price
ITEM-000190,ORDER-00082,PROD-0346,1,126.46
ITEM-000191,ORDER-00082,PROD-0436,3,37.19
ITEM-000192,ORDER-00083,PROD-0494,1,10.0
ITEM-000193,ORDER-00083,PROD-0062,1,147.16
ITEM-000194,ORDER-00083,PROD-0446,3,193.72
ITEM-000195,ORDER-00083,PROD-0210,2,162.45
ITEM-000196,ORDER-00084,PROD-0393,3,73.27
ITEM-000197,ORDER-00084,PROD-0328,1,43.71
ITEM-000198,ORDER-00084,PROD-0455,3,163.89
ITEM-000199,ORDER-00084,PROD-0305,3,196.77
ITEM-000200,ORDER-00085,PROD-0180,2,186.18
ITEM-000201,ORDER-00085,PROD-0388,2,86.73
ITEM-000202,ORDER-00085,PROD-0231,3,144.24
ITEM-000203,ORDER-00086,PROD-0112,3,170.9
ITEM-000204,ORDER-00086,PROD-0472,3,124.52
ITEM-000205,ORDER-00086,PROD-0095,2,100.41
ITEM-000206,ORDER-00087,PROD-0464,2,157.87
ITEM-000207,ORDER-00088,PROD-0477,3,195.73
ITEM-000208,ORDER-00089,PROD-0399,2,139.91
ITEM-000209,ORDER-00090,PROD-0222,3,116.67
ITEM-000210,ORDER-00090,PROD-0152,2,117.12
ITEM-000211,ORDER-00090,PROD-0486,1,148.81
ITEM-000212,ORDER-00091,PROD-0211,2,199.32
ITEM-000213,ORDER-00091,PROD-0437,2,121.6
ITEM-000214,ORDER-00092,PROD-0098,3,94.03
ITEM-000215,ORDER-00093,PROD-0283,3,130.81
ITEM-000216,ORDER-00093,PROD-0066,3,94.25
ITEM-000217,ORDER-00093,PROD-0011,1,91.19
ITEM-000218,ORDER-00094,PROD-0216,1,35.35
ITEM-000219,ORDER-00094,PROD-0023,3,92.58
ITEM-000220,ORDER-00094,PROD-0241,3,71.02
ITEM-000221,ORDER-00095,PROD-0125,3,118.7
ITEM-000222,ORDER-00095,PROD-0345,2,39.93
ITEM-000223,ORDER-00095,PROD-0374,1,157.14
ITEM-000224,ORDER-00096,PROD-0392,2,183.75
ITEM-000225,ORDER-00097,PROD-0154,2,123.75
ITEM-000226,ORDER-00097,PROD-0013,2,8.45
ITEM-000227,ORDER-00097,PROD-0284,3,88.53
ITEM-000228,ORDER-00098,PROD-0428,2,27.86
ITEM-000229,ORDER-00099,PROD-0048,3,106.38
ITEM-000230,ORDER-00099,PROD-0328,1,161.52
ITEM-000231,ORDER-00099,PROD-0194,2,135.02
ITEM-000232,ORDER-00100,PROD-0241,2,146.89
ITEM-000233,ORDER-00100,PROD-0389,3,127.74
ITEM-000234,ORDER-00100,PROD-0268,3,189.22
ITEM-000235,ORDER-00101,PROD-0423,1,39.94
ITEM-000236,ORDER-00101,PROD-0083,2,32.69
ITEM-000237,ORDER-00102,PROD-0269,1,78.14
ITEM-000238,ORDER-00103,PROD-0285,2,92.24
ITEM-000239,ORDER-00104,PROD-0460,3,136.1
ITEM-000240,ORDER-00105,PROD-0397,1,195.68
ITEM-000241,ORDER-00106,PROD-0031,3,143.97
ITEM-000242,ORDER-00106,PROD-0258,3,77.15
ITEM-000243,ORDER-00106,PROD-0252,3,122.25
ITEM-000244,ORDER-00106,PROD-0016,1,166.55
ITEM-000245,ORDER-00107,PROD-0090,3,111.97
ITEM-000246,ORDER-00107,PROD-0236,3,90.28
ITEM-000247,ORDER-00107,PROD-0240,3,148.75
ITEM-000248,ORDER-00107,PROD-0445,2,129.89
ITEM-000249,ORDER-00108,PROD-0338,3,53.02
ITEM-000250,ORDER-00109,PROD-0368,1,22.81
ITEM-000251,ORDER-00109,PROD-0016,2,146.93
ITEM-000252,ORDER-00109,PROD-0427,2,74.97
ITEM-000253,ORDER-00110,PROD-0351,3,17.33
ITEM-000254,ORDER-00110,PROD-0061,3,103.91
ITEM-000255,ORDER-00111,PROD-0109,2,90.08
ITEM-000256,ORDER-00111,PROD-0207,1,137.45
ITEM-000257,ORDER-00111,PROD-0033,2,144.05
ITEM-000258,ORDER-00112,PROD-0109,2,184.81
ITEM-000259,ORDER-00112,PROD-0493,2,43.97
ITEM-000260,ORDER-00112,PROD-0126,1,76.86
ITEM-000261,ORDER-00112,PROD-0052,3,128.92
ITEM-000262,ORDER-00113,PROD-0194,2,16.92
ITEM-000263,ORDER-00114,PROD-0435,3,168.06
ITEM-000264,ORDER-00114,PROD-0337,2,77.08
ITEM-000265,ORDER-00115,PROD-0034,1,195.79
ITEM-000266,ORDER-00116,PROD-0036,3,170.11
ITEM-000267,ORDER-00116,PROD-0452,2,98.82
ITEM-000268,ORDER-00116,PROD-0185,3,115.39
ITEM-000269,ORDER-00116,PROD-0069,1,134.68
ITEM-000270,ORDER-00117,PROD-0260,3,51.11
ITEM-000271,ORDER-00117,PROD-0299,3,162.39
ITEM-000272,ORDER-00117,PROD-0323,3,8.59
ITEM-000273,ORDER-00117,PROD-0151,1,71.87
ITEM-000274,ORDER-00118,PROD-0385,2,183.97
ITEM-000275,ORDER-00118,PROD-0032,3,12.9
ITEM-000276,ORDER-00119,PROD-0420,3,145.88
ITEM-000277,ORDER-00120,PROD-0257,3,62.15
ITEM-000278,ORDER-00121,PROD-0139,3,36.16
ITEM-000279,ORDER-00121,PROD-0460,3,46.02
ITEM-000280,ORDER-00121,PROD-0316,3,90.89
ITEM-000281,ORDER-00122,PROD-0241,3,72.55
ITEM-000282,ORDER-00123,PROD-0161,1,12.37
ITEM-000283,ORDER-00123,PROD-0001,1,120.54
ITEM-000284,ORDER-00123,PROD-0112,1,41.74
ITEM-000285,ORDER-00124,PROD-0116,2,151.57
ITEM-000286,ORDER-00124,PROD-0480,2,47.87
ITEM-000287,ORDER-00124,PROD-0318,1,141.83
ITEM-000288,ORDER-00124,PROD-0194,3,106.19
ITEM-000289,ORDER-00125,PROD-0324,3,32.6
ITEM-000290,ORDER-00125,PROD-0366,1,9.9
ITEM-000291,ORDER-00126,PROD-0078,1,116.64
ITEM-000292,ORDER-00126,PROD-0040,3,61.19
ITEM-000293,ORDER-00126,PROD-0048,1,92.02
ITEM-000294,ORDER-00127,PROD-0283,3,57.13
ITEM-000295,ORDER-00127,PROD-0436,2,76.21
ITEM-000296,ORDER-00127,PROD-0448,3,84.27
ITEM-000297,ORDER-00127,PROD-0392,3,170.69
ITEM-000298,ORDER-00128,PROD-0178,2,137.35
ITEM-000299,ORDER-00128,PROD-0227,2,47.03
ITEM-000300,ORDER-00128,PROD-0385,1,60.02
ITEM-000301,ORDER-00129,PROD-0085,1,17.25
ITEM-000302,ORDER-00129,PROD-0034,3,164.88
ITEM-000303,ORDER-00129,PROD-0249,1,48.21
ITEM-000304,ORDER-00129,PROD-0010,1,100.47
ITEM-000305,ORDER-00130,PROD-0312,3,151.34
ITEM-000306,ORDER-00130,PROD-0114,3,68.11
ITEM-000307,ORDER-00130,PROD-0304,1,85.79
ITEM-000308,ORDER-00130,PROD-0443,2,147.91
ITEM-000309,ORDER-00131,PROD-0285,2,40.71
ITEM-000310,ORDER-00132,PROD-0079,2,116.01
ITEM-000311,ORDER-00132,PROD-0226,3,125.03
ITEM-000312,ORDER-00132,PROD-0218,3,75.88
ITEM-000313,ORDER-00132,PROD-0394,2,48.96
ITEM-000314,ORDER-00133,PROD-0308,2,180.08
ITEM-000315,ORDER-00133,PROD-0350,1,6.71
ITEM-000316,ORDER-00133,PROD-0026,1,116.55
ITEM-000317,ORDER-00133,PROD-0170,3,8.99
ITEM-000318,ORDER-00134,PROD-0030,2,102.09
ITEM-000319,ORDER-00134,PROD-0016,3,119.61
ITEM-000320,ORDER-00134,PROD-0180,1,19.11
ITEM-000321,ORDER-00135,PROD-0473,1,76.47
ITEM-000322,ORDER-00135,PROD-0372,1,171.57
ITEM-000323,ORDER-00135,PROD-0467,1,11.58
ITEM-000324,ORDER-00136,PROD-0026,2,64.98
ITEM-000325,ORDER-00136,PROD-0411,3,54.25
ITEM-000326,ORDER-00137,PROD-0180,2,198.75
ITEM-000327,ORDER-00137,PROD-0467,1,171.91
ITEM-000328,ORDER-00137,PROD-0366,2,150.61
ITEM-000329,ORDER-00137,PROD-0254,2,147.01
ITEM-000330,ORDER-00138,PROD-0392,1,102.04
ITEM-000331,ORDER-00138,PROD-0035,1,32.68
ITEM-000332,ORDER-00139,PROD-0079,3,41.65
ITEM-000333,ORDER-00140,PROD-0350,2,192.95
ITEM-000334,ORDER-00141,PROD-0448,1,41.14
ITEM-000335,ORDER-00141,PROD-0481,2,173.67
ITEM-000336,ORDER-00141,PROD-0390,2,129.27
ITEM-000337,ORDER-00142,PROD-0269,1,94.96
ITEM-000338,ORDER-00142,PROD-0046,1,160.34
ITEM-000339,ORDER-00142,PROD-0063,3,172.38
ITEM-000340,ORDER-00142,PROD-0441,1,41.55
ITEM-000341,ORDER-00143,PROD-0402,1,77.8
ITEM-000342,ORDER-00143,PROD-0176,3,154.69
ITEM-000343,ORDER-00144,PROD-0232,1,180.89
ITEM-000344,ORDER-00144,PROD-0107,3,167.35
ITEM-000345,ORDER-00145,PROD-0210,1,167.25
ITEM-000346,ORDER-00145,PROD-0284,2,140.17
ITEM-000347,ORDER-00145,PROD-0125,2,106.36
ITEM-000348,ORDER-00145,PROD-0018,1,165.5
ITEM-000349,ORDER-00146,PROD-0309,3,28.84
ITEM-000350,ORDER-00146,PROD-0258,3,26.81
ITEM-000351,ORDER-00146,PROD-0434,3,140.37
ITEM-000352,ORDER-00146,PROD-0325,3,180.9
ITEM-000353,ORDER-00147,PROD-0337,2,163.96
ITEM-000354,ORDER-00147,PROD-0029,3,195.87
ITEM-000355,ORDER-00148,PROD-0324,1,138.07
ITEM-000356,ORDER-00148,PROD-0370,3,36.62
ITEM-000357,ORDER-00148,PROD-0162,1,89.64
ITEM-000358,ORDER-00148,PROD-0034,1,77.54
ITEM-000359,ORDER-00149,PROD-0241,1,118.82
ITEM-000360,ORDER-00149,PROD-0145,1,161.34
ITEM-000361,ORDER-00149,PROD-0361,3,161.12
ITEM-000362,ORDER-00150,PROD-0330,1,35.56
ITEM-000363,ORDER-00150,PROD-0012,2,164.37
ITEM-000364,ORDER-00150,PROD-0494,1,40.41
ITEM-000365,ORDER-00150,PROD-0486,3,84.85
ITEM-000366,ORDER-00151,PROD-0106,1,197.7
ITEM-000367,ORDER-00151,PROD-0162,3,149.17
ITEM-000368,ORDER-00151,PROD-0343,2,91.2
ITEM-000369,ORDER-00151,PROD-0140,3,75.43
ITEM-000370,ORDER-00152,PROD-0002,2,165.92
ITEM-000371,ORDER-00152,PROD-0193,1,88.07
ITEM-000372,ORDER-00152,PROD-0148,2,181.89
ITEM-000373,ORDER-00153,PROD-0026,3,79.46
ITEM-000374,ORDER-00153,PROD-0186,1,76.06
ITEM-000375,ORDER-00153,PROD-0148,1,99.14
ITEM-000376,ORDER-00153,PROD-0230,3,160.36
ITEM-000377,ORDER-00154,PROD-0366,1,194.18
ITEM-000378,ORDER-00154,PROD-0190,2,73.77
ITEM-000379,ORDER-00154,PROD-0307,1,169.57
ITEM-000380,ORDER-00155,PROD-0292,2,79.83
ITEM-000381,ORDER-00156,PROD-0362,3,190.82
ITEM-000382,ORDER-00157,PROD-0049,3,150.15
ITEM-000383,ORDER-00157,PROD-0384,2,52.42
ITEM-000384,ORDER-00157,PROD-0088,1,80.81
ITEM-000385,ORDER-00158,PROD-0123,3,150.49
ITEM-000386,ORDER-00158,PROD-0397,2,9.72
ITEM-000387,ORDER-00158,PROD-0304,3,194.52
ITEM-000388,ORDER-00158,PROD-0444,1,8.93
ITEM-000389,ORDER-00159,PROD-0190,3,137.23
ITEM-000390,ORDER-00159,PROD-0347,2,107.72
ITEM-000391,ORDER-00159,PROD-0192,3,60.45
ITEM-000392,ORDER-00159,PROD-0478,1,132.09
ITEM-000393,ORDER-00160,PROD-0024,2,46.07
ITEM-000394,ORDER-00160,PROD-0315,3,100.62
ITEM-000395,ORDER-00161,PROD-0487,1,179.72
ITEM-000396,ORDER-00161,PROD-0051,2,136.64
ITEM-000397,ORDER-00161,PROD-0128,1,189.75
ITEM-000398,ORDER-00162,PROD-0026,3,121.65
ITEM-000399,ORDER-00162,PROD-0295,3,20.68
ITEM-000400,ORDER-00163,PROD-0229,1,32.9
ITEM-000401,ORDER-00163,PROD-0221,3,156.7
ITEM-000402,ORDER-00163,PROD-0428,1,96.42
ITEM-000403,ORDER-00163,PROD-0129,3,78.31
ITEM-000404,ORDER-00164,PROD-0183,1,131.12
ITEM-000405,ORDER-00165,PROD-0473,1,164.91
ITEM-000406,ORDER-00165,PROD-0496,3,195.89
ITEM-000407,ORDER-00165,PROD-0449,1,50.33
ITEM-000408,ORDER-00165,PROD-0484,3,88.63
ITEM-000409,ORDER-00166,PROD-0156,3,19.2
ITEM-000410,ORDER-00166,PROD-0314,2,145.43
ITEM-000411,ORDER-00167,PROD-0024,2,175.53
ITEM-000412,ORDER-00167,PROD-0323,3,105.4
ITEM-000413,ORDER-00167,PROD-0330,1,125.58
ITEM-000414,ORDER-00167,PROD-0134,2,126.74
ITEM-000415,ORDER-00168,PROD-0297,1,104.35
ITEM-000416,ORDER-00169,PROD-0464,3,149.07
ITEM-000417,ORDER-00169,PROD-0201,3,30.44
ITEM-000418,ORDER-00169,PROD-0367,1,112.47
ITEM-000419,ORDER-00170,PROD-0378,1,103.7
ITEM-000420,ORDER-00171,PROD-0126,1,43.15
ITEM-000421,ORDER-00171,PROD-0256,2,67.79
ITEM-000422,ORDER-00171,PROD-0023,3,40.27
ITEM-000423,ORDER-00172,PROD-0141,2,87.64
ITEM-000424,ORDER-00173,PROD-0195,2,15.88
ITEM-000425,ORDER-00173,PROD-0346,1,129.68
ITEM-000426,ORDER-00174,PROD-0042,3,33.04
ITEM-000427,ORDER-00174,PROD-0278,3,85.85
ITEM-000428,ORDER-00174,PROD-0282,3,26.27
ITEM-000429,ORDER-00174,PROD-0083,2,31.25
ITEM-000430,ORDER-00175,PROD-0366,3,138.03
ITEM-000431,ORDER-00176,PROD-0477,2,114.25
ITEM-000432,ORDER-00176,PROD-0044,3,166.61
ITEM-000433,ORDER-00177,PROD-0217,1,153.36
ITEM-000434,ORDER-00177,PROD-0356,1,56.17
ITEM-000435,ORDER-00177,PROD-0112,2,28.74
ITEM-000436,ORDER-00178,PROD-0440,2,77.35
ITEM-000437,ORDER-00178,PROD-0060,2,58.68
ITEM-000438,ORDER-00178,PROD-0237,1,163.53
ITEM-000439,ORDER-00179,PROD-0275,3,175.18
ITEM-000440,ORDER-00179,PROD-0086,1,131.78
ITEM-000441,ORDER-00180,PROD-0267,2,164.71
ITEM-000442,ORDER-00181,PROD-0073,2,98.05
ITEM-000443,ORDER-00181,PROD-0060,3,44.06
ITEM-000444,ORDER-00181,PROD-0053,3,91.31
ITEM-000445,ORDER-00181,PROD-0474,2,77.28
ITEM-000446,ORDER-00182,PROD-0448,3,147.06
ITEM-000447,ORDER-00182,PROD-0262,1,21.55
ITEM-000448,ORDER-00182,PROD-0442,3,26.41
ITEM-000449,ORDER-00183,PROD-0293,2,51.21
ITEM-000450,ORDER-00183,PROD-0276,3,163.99
ITEM-000451,ORDER-00184,PROD-0261,3,146.83
ITEM-000452,ORDER-00185,PROD-0413,3,177.87
ITEM-000453,ORDER-00185,PROD-0387,2,37.34
ITEM-000454,ORDER-00186,PROD-0404,3,144.4
ITEM-000455,ORDER-00186,PROD-0395,2,51.07
ITEM-000456,ORDER-00186,PROD-0178,1,110.57
ITEM-000457,ORDER-00186,PROD-0038,2,31.91
ITEM-000458,ORDER-00187,PROD-0052,3,168.18
ITEM-000459,ORDER-00187,PROD-0147,2,164.45
ITEM-000460,ORDER-00187,PROD-0157,1,186.79
ITEM-000461,ORDER-00188,PROD-0189,3,101.74
ITEM-000462,ORDER-00188,PROD-0362,2,15.08
ITEM-000463,ORDER-00188,PROD-0486,2,13.49
ITEM-000464,ORDER-00188,PROD-0457,1,94.39
ITEM-000465,ORDER-00189,PROD-0401,2,33.18
ITEM-000466,ORDER-00189,PROD-0485,3,35.14
ITEM-000467,ORDER-00189,PROD-0367,2,75.63
ITEM-000468,ORDER-00189,PROD-0377,2,153.43
ITEM-000469,ORDER-00190,PROD-0278,1,141.15
ITEM-000470,ORDER-00190,PROD-0472,3,85.13
ITEM-000471,ORDER-00190,PROD-0473,1,42.73
ITEM-000472,ORDER-00190,PROD-0357,3,86.99
ITEM-000473,ORDER-00191,PROD-0197,3,41.61
ITEM-000474,ORDER-00191,PROD-0255,1,111.48
ITEM-000475,ORDER-00191,PROD-0345,3,161.62
ITEM-000476,ORDER-00192,PROD-0030,1,84.71
ITEM-000477,ORDER-00193,PROD-0248,2,116.85
ITEM-000478,ORDER-00193,PROD-0446,2,46.7
ITEM-000479,ORDER-00193,PROD-0127,2,117.79
ITEM-000480,ORDER-00194,PROD-0129,3,162.6
ITEM-000481,ORDER-00194,PROD-0268,2,51.71
